word,toxic
เสียดสีว่าควายก็สงสารควายเลยค่ะ น้องควายยังดูมีมีประโยชน์กว่า,5
ตายไวๆนะ,6
อย่าให้มันรอดไป ต้องจัดการมัน,3
นิสัยเลวร้ายมาก แถมไม่รู้จักรักษาความสะอาดอีก ดูท่าน่าจะจบไม่สวยแน่นอน เรื่องแบบนี้,5
ยังมีพวกสัตว์ที่ต้องอยู่นอกบ้านตลอดเวลาด้วยนะคะ หมาแมวไม่มีหน้ากากป้องกันอะไรเลย แถมยังไม่มีสิทธิ์ได้อยู่ในบ้านด้วย,1
ความซับซ้อนของ twitter คือเราไม่มีทางรู้อายุจริงของแอคเาท์ใด ๆ เพียงเพราะสไตล์การทวีตหรือคำพูดที่ใช้เลย เราไม่รู้ด้วยซ้ำว่าคนที่เราคุยอยู่ด้วยทุกวันเขาอายุเท่าไหร่ ถ้าไม่ถามกันตรง ๆ บางคนเด็กกว่าเราหลายปีดูเข้าใจโลก พูดจามีเหตุผลมากกว่า กับบางคนเจนโลกแต่กลับไม่เข้าใจอะไรเลยก็มี,1
ดูก็รู้คุณผู้หญิงอยากจะเข้ามาจับสิ่งนั้น,6
กระดาษเรียกพี่,3
รูปประกอบ,4
ทุกคนมีความเก่งในตัวเอง ชมตัวเองนะคะ อย่ากดดันตัวเองค่ะ ไม่มีใครรักเราเท่ากับเรารักตัวเองนะคะ ชมเขาบ้างค่ะ และบอกว่า ฉันเก่งที่สุดที่อยู่มาได้ถึงขนาดนี้ค่ะ เป็นกำลังใจให้นะคะ,1
เปิดโปงกลุ่มทุนเพิกเฉยคำสั่งศาล แอบต่อเติมโครงการห้องชุด หวั่นทำลายธรรมชาติพื้นที่,4
แค่คุยกับลูกค้ายังต้องใช้ ล่ามแปลเลย,5
อันดับแรกเลยนะ ต้องมีสติแยกแยะก่อนว่าเป็นทวิตจริงหรือทวิตดักแหละ ก่อนที่จะฉอดความเป็นกลางต่ออ่ะ,4
ขอเอาไปลงเฟสได้ไหมเอ่ย?,1
แค่เจอเธอคนนี้,1
ไม่จำเป็นต้องมีมันก้ได้ กูก็ทำได้,2
ดูน่าแขยงจิงอ่ะ ใครก็รู้สึก,2
นิโก มิสเคนย่า,5
ลักษณะอีโกเยอะๆส่วนมากจะเป็นครูเเก่ๆ,5
เชื่อเหอะเขาตบมือไล่ ดีแล้วเขาไม่ไล่ตบมึง,3
ถ้าเธอเข้ามาในกลุ่มนี้อีกไม่ตายดีแน่,3
โห เห็นแบบนี้ละแบบ ผู้หญิงด้วยกันไม่ปกป้องสิทธิสตรีเลย เขาจะแต่งไงก็เรื่องของเขาป่าววะ,2
ตะลอนไปทั่วสุดท้ายก็หมา ว้าย,6
นี่รู้ยังคนนั้นกล้วยใหญ่มาก,3
นี่คือหลักฐานว่าเขาเป็นพวกหน้าไม่อาย,4
แอบรูัู้มาว่ายายนี่ร่านหอยเอาไปทั่ว,4
ดูมันพูด แหม่อิผีต่อยป่ะล่ะ,3
น่าแปลกที่ตัวมึงหล่อดูดี แต่กลับมาเหยียดคนอื่นว่าไม่สวย ทำยังไงก็ไม่ได้เป็นแฟนมึง มึงถามกูหรือยัง? ว่ากูอยากมีผัวเหยียดเก่งแบบมึงมั้ย? สงสารชะนีแฟนมึงนะ ที่มีผัวเหยียดเก่งแบบมึง,4
นี่คนหรอคะ ไม่อายบ้างหรอ,4
อย่างแกน่ะสวยแค่เครื่องสำอางแหละ,5
อยากนัดตบDMมาสิ,6
มึงไปนอนอยู่ในโลงมึงเถอะ แค่นี้ประชาชนก็เหนื่อยกันมามากแล้ว อย่าให้พวกกูอกแตกตายเลย เห็นมึงทีไรกูเสียสุขภาพจิตมากเลย,2
ไอ้หน้าหี,6
นี่รู้ยังยายนี่ซิงจ้า,6
อย่างแกน่ะสวยแค่เครื่องสำอางแหละ,4
พวกคุณยังไม่พัฒนาอีกหรอ,2
อ้วนมากผิวคล้ำ อีอ้วน หมูดำ ฮิปโป ไม่เคยคิดอยากเรียกชื่อนางเลยไม่เข้ากับหน้าตามาก เรียนก็อ่อนกีฬาก็แย่,4
ซอยเดียวกับไอซ์เลยจ้ะ ล่าสุดไม่กล้าเดินไปใกล้คลองข้ามไปบ้านนางเลย หลอนมากก,2
ไม่ทราบว่ากระหรี่เกรดใหนหรอ,3
คิดว่าใหญ่ ของจริงดันเล็ก,3
คุณฉลาดไปไม่เหมาะกับที่นี่ อย่ามาเลย,5
พ่อมึงตาย,6
บักแตกโม,6
ขอได้มั้ยเอาทีเดียวก็คุ้ม,3
กระเทยเถื่อน,5
จริงชุดสวยมาก,1
อ้วน,5
ว้าวซ่า นี่แค่เด็กเคลื่อนไหวในโซเชียลนะคะเนี่ยย,4
อย่าให้กูรู้ มึงเจอกูได้เลย,3
ล่าสุดมีซิงเกิ้ลเดี่ยวละนะ ได้แรงบันดาลใจจากความสงสัยของชาวเน็ต ชื่อเพลง มึงมีผัวปะล่ะ,5
อยากสี้หาเจ๊เลี้ยงครับช่วงนี้เงินบ่พอใช้น่าตาบ่ผ่านแต่ลีลาข่อยเด็ด55555,3
ให้ฉันเปิดเผยความลับนิดหน่อย เกี่ยวกับเพื่อนบ้านคุณมั้ย มิสเตอร์,4
ผมว่านะคุณควรกลับไปเรียนใหม่,5
หวั่นไหวก็เพราะเธอ,1
อ้วนมากผิวคล้ำ อีอ้วน หมูดำ ฮิปโป ไม่เคยคิดอยากเรียกชื่อนางเลยไม่เข้ากับหน้าตามาก เรียนก็อ่อนกีฬาก็แย่,5
วาปหน่อย,1
กูขอตบมึงทีนึงก่อนติดคุก,3
เห็นแล้วอยากดูดนม,3
น่าแปลกที่เหมือนสวย แต่ก้ไม่,5
วิสัยทัศไกลเหี้ยๆ,5
ดูเขาดิคุ้นๆเนอะ อุบ,4
บางคนเหมือนมีชีวิตอยู่เพื่อเกลียดชังคนอื่นอ่ะ งงมาก,2
แยกแยะเนาะ สำเนียงส่อภาษากิริยาส่อสกุล,2
และถ้าเจ้าแตะต้องข้าแม้แต่ปลายก้อย พ่อข้า จะตัดหัว เจ้าทั้งสองแล้วเสียบประจานเสีย,4
ย้อนแย้งยังไงพิกล บอกอิสระที่สุดแล้วแต่จะทำละครแนวอื่นบ้างไม่ได้เลย ต้องทำตามที่ช่องสั่งมา,4
ขาวให้ตาย ตรงนั้นมักจะไม่ขาวเหมือนผิว 555+,4
ห้องยังว่างขาดกระหรี่ขึ้นค่อม,3
เห็นหน้ายังขนาดนี้ เห็นหำจะขนาดไหน,3
หน้าเทา,5
เปิดออกหมดแล้วพี่จะให้ตัง,3
มีคลิปนะ เดี๋ยวมาโพส,4
ถ้าฉันเผยนิสัยจริงของคุณก็คงไม่มีใครเอา,4
ที่แท้ก็เป็นพวกร่านหอยไปทั่ว,6
ประเด็นมันอยู่ที่สตอรี่เค้า แล้วแคปชั่นที่เค้าเขียนลง แต่บางคน!! หลงประเด็นไปป่ะ ไปเรื่องผัว เรื่องนิสัย ใสไม่ใส ของเขาอ่ะ เป็นบ้าป่ะ โคตรโยงอ่ะ อยากแสดงความคิดเห็นแต่เสือกผิดประเด็น น่ารำคาญ อย่าปัญญาอ่อน ไม่ติ่งมิวนะ แต่อ่านแล้วเชี้ยไรว่ะ ดักดาน สังคม #มิวนิษฐา,4
กลับมารักเธออีกครั้งหนึ่ง,1
แคมเปญนี้แก้มชนะขาดลอย,1
หล่อตรงไหน,5
เดินเบาๆหน่อยตึกจะถล่ม,5
ไม่ได้มาประจานนะ แค่อยากรู้ว่าทำไม​ ผมโซโล่ทีไรทำไม เจอคนในทีมทะเลาะกันทุกที,4
ดูๆชอบนัดเพื่อนสนิทผู้ชาย เกย์ชัวร์,5
เด็กบางคนใช้เหตุผลด้วยไม่ได้ หรือครูกากเองที่สอนเด็กให้ดีไม่ได้,5
สมควรโดนนะ คนแบบนี้,2
กูล่ะอย่างชอบ เจอกันหน่อยมา,3
มึง กูอยากไปคอน,1
เป็นสื่ออย่าสักแต่สื่อดิ,6
นิสัยเลวร้ายมาก แถมไม่รู้จักรักษาความสะอาดอีก ดูท่าน่าจะจบไม่สวยแน่นอน เรื่องแบบนี้,2
โห เห็นจังๆ ขายหน้าแทน,6
ถ้าผู้ชายดำอ่ะดูเข้มแต่ผู้หญิงดูสกปรก,5
เด็กก็ตบคนแก่ปากดีล้มได้นะ,3
ต้องลุมมันให้ล้ม,3
ประจานตัวเองต่อหน้ามนุษย์ไม่นะ เมื่อไหร่?,4
อยากเป็นคนที่เธอรัก,1
มองหน้าเสร็จ มองนิ้วต่อ นิ้วยาวมั้ย,6
Happy New Year 2020 ครับ ขอให้เป็นปีที่ดีมากๆ ของทุกคน มีความสุขในทุกๆ วัน ยิ้มเยอะๆ กันนะคับ ส่วนคนที่ไปเที่ยว เที่ยวให้สนุก เดินทางปลอดภัยนะครับ ในปีที่ผ่านมากันมีความสุขกับทุกการทำงานมากๆ ขอบคุนทุกคนคอยสนับสนุนกันนะครับ,1
งุ้ยย น้องหมา ezra เจอสติทช์แล้วน้องดีใจใหญ่เลยอะะะะ หางสั่นดุ๊กดิ๊ก น่ารักๆๆๆๆๆ T—-T สติทช์ก็คือลงไปนั่งแหมะบนพื้นเลย อีกนิดคือลงไปนอนกลิ้งกับน้องแล้ว,1
และนี่คือสิ่งที่ให้ทำค่ะ,4
ไม่ทราบว่าไม่มีใครสั่งสอนหรอ555,6
มันขี้ขลาด,5
กูเจอแบบนี้ ด่ามาตบกลับไม่โกง ขอบคุณคะ,3
ต้องถามก่อนว่าคนพิมพ์หรือวัวพิมพ์?,5
อีขี้แพ้!! สมควรอยู่ตัวคนเดียวแบบนั้นแหละค่ะ,2
พี่เคยมีแฟนไหม,1
รปภ. อาชีพชนชั้นล่าง,5
มนุษย์ป้าสุดๆ แต่ไปอยู่ผิดที่ผิดทาง นั่นในรร.นะ แก่แค่ตัวจริงๆ,2
พวกเขาบอกว่าฉันรังแกพวกเขา,2
หลอดรักษ์โลก ผู้สามารถทำลายตัวเองได้ใน 20 นาที จริงๆอาจจะเป็นการตลาดก็ได้ หลอดยุ่ยง่าย ต้องรีบดื่มให้หมดแก้ว พวกชอบมานั่งแช่ร้าน ดูดครึ่งแก้ว คาหลอดอีกครึ่งวันทำไม่ได้แร้วนะคะ ต้องไปสั่งแก้วใหม่,1
ดูไร้ค่าจัด โตแต่ตัว,4
เข้าใจความรู้สึกนี้ดี.. กอดๆ,1
อย่าสำคัญตัวเองให้มันมากนัก,2
เหมือนเห็นที่แรกจากเพจหมาจ๋า แต่พวกหิวยอดรียอดไลค์ เอามาทวิต เพราะประโยคมันดูคูลมั้งคะ,4
สวยไม่มีสมอง,2
อีนั้นทำไม่ได้หรอก,5
ทำไมดูแล้วรู้สึกว่า ริชชี่เล่นดี แต่บทค่อนข้างห่วย ตัดต่อเป็นจิงโจ้เลย โดดไปโดดมา ดูงงชิบหาย,5
เนี่ย ....มันแอ๊บแบ๊ว + .... มันน่าหมั่นไส้,2
ส่วนมากครูแก่จะอีโก้สูง ไม่ค่อยแคร์เท่าไหร่เลย,5
คิดว่ามันน่ารักเข้ากับมึงนักหรอ เลิกทำเหอะ,5
ไม่ใช่นะ นั่นแสดง,2
เอาความจริงมาพูด,4
เก็บกดมั้ง ตอนเด็กโดนมาตอนโตสอบครูเลยอยากตีบ้างหรอ 5555555555555555,2
เอาเรื่องกูไปพูดมึงโดนบ้างรู้สึกยังไง5555สมน้ำหน้า,4
จะไปต่อยมึงละสัตว์,3
ต้องเป็นคนช่างสังเกตขนาดไหนจึงจะถ่ายภาพนี้ได้..ที่สถานีรถไฟใต้ดินแห่งหนึ่งในลอนดอน ประเทศอังกฤษ หนู2ตัวทะเลาะกันเพื่อแย่งเศษขนมปังที่คนทำหล่น สำหรับคนที่เป็นห่วง ช่างภาพบอกว่าไม่มีตัวไหนได้รับบาดเจ็บหรือล้มตาย,1
แก่ป่านนี้ไม่น่าโง่เลยเนอะ,5
คนร้ายคนใครนะหรออก็รู้ๆกันอยู่ ดูเอาเองเลย,4
ถ้าจะเกลียดก็เลือกเป็นที่ๆไปทีเถอะ,2
หัดช่วยทำบ้าง ไม่ใช่เกาะอย่างเดียว,2
เผยภาพยนตร์ชุดความจริง,4
เป็นโรคประสาทหรอ,5
มาติวกันก่อนสอบเถอะ,1
คุมตัวเองไม่ได้ไง หมาหรือคน,6
นี่ตั้งใจเต็มที่แล้วหรอ,6
หุ่นก็น่าจับแล้ว กล้วยจะขนาดใหน,3
หน้าหลังเท่ากันเลยล่ะ,6
นี่เล่นเต็มที่แล้วหรอ,6
อยางจับแก้ผ้าดูจังเลย,3
อย่าร้อนตัวสิ,6
ถ้าเจ้าแฉความลับข้า ข้าก็จะแฉความลับเจ้าเหมือนกัน,4
ผมนุ่มตรงสลวยขนาดนี้ ตรงนั้นจะเรียงตัวสวยขนาดไหน,3
มึงเป็นลูกค้ากูก็ต่อยมึงได้ มาพูดหมาๆใส่กูอ่ะ,3
รกโลกกกก,2
มีสลิ่มเหยียด ด้วยนะบอกพยาบาลตาเหล่ ผมอยากเห็นเบ้าหน้าคนเหยียดมาก,2
งานครอบครัว,1
สะเออะมาร้านเหล้า,6
ไงเพื่อน,1
จะไปสมัครงานครัว แต่เล็บดำ รังแคเต็มเสื้อ นั่งเกาแกร็กๆ ใครที่ไหนมันจะรับอ่ะ,5
ตบสิ ต้บเลย ระวังเค้าสวนมากับลูกปืนด้วยจ้า สาระแนเสนอหน้านัก,3
และถ้าจอฟฟรีย์สร้างปัญหา เมื่อขึ้นครองบัลลังก์ เราก็เผยความลับของเขาเสีย,3
นี่สมองหรือขี้เลื่อย,5
ทำเป็นนิ่ง จริงๆคือร่าน,4
นี่โคตรขี้แพ้เลย,2
นี่รู้ยังคนนั้นซิงจ้า,3
ไม่ต้องการคนนั้นในกลุ่มเราอ่ะ,2
ถ้าไม่ทำตามจะเปิดเผยว่าเป็นคนแบบนี้,4
ชอบเขียนบทเลี้ยวเข้ามาชีวิตตัวเองตลอดป่วยมาก,5
มึงอยากตายไหม?,3
ทำไมชอบทำตาม เห็นกูทำนู้นนี่เเล้วทำตาม??What!!ไม่เฟี้ยวนะจ๊ะอีดอก #เพื่อนอะไรไม่น่าคบ #เพื่อนตอแหล,2
ใครทันเรื่องนี้บ้าง,4
เขามีอะไรที่น่ายกย่องสรรเสริญเหรอ,2
อีคนเมียอยากได้นั่นนี่แม่งแท็กทุกอันแต่ไม่ซื้อ งง,4
ห้องยังว่างขาดกระหรี่ขึ้นค่อม,6
พูดแบบเหยียดๆเลยนะ ถามจริงเพิ่งรู้จักยี่ห้อนี้วันนี้รึเปล่าคะ ที่บอกจะซื้อมาเผานี่มีปัญญาซื้อใช่ปะ แล้วรู้ยังว่าเขามีshopอยู่ไหนบ้างอ่ะ ไม่ได้มีขายตาม7-11 บิ๊กซี โลตัสนะ5555555,5
อย่าให้กูรู้ มึงเตรียมตัวรอได้เลย,6
คงต้องใช้เวลาและปรับมุมมองใหม่อีกเยอะเลยค่ะ เป็นกำลังใจให้เหมือนกันนะคะ,1
ความคิดลบ ลบทุกอย่าง ยกเว้นเลือด,5
จะเปิดโปงพวกเขา โดยใช้ข้อมูลที่เรามี ทั้งชื่อ และบัญชีของคนที่เกี่ยวข้องทั้งหมด,4
คิดถึงมึง คิดถึงคาน,5
ถ้านางเอกจะเริ่มต้นใหม่นี่ต้องเปลี่ยนความคิดตัวเองก่อนอย่างเเรกเลยนะ,5
เลิกเศร้าได้แล้วคนเก่ง,1
ที่มามาจากเรื่องอะไรคะ ตกข่าวค่ะ,1
เป็นนายกที่พูดอะไรก็ดูโง่ไปหมด,5
ถ้าน้องยังไม่ตามหาพี่ เดี๋ยวได้เจอดี,3
มันบ้าไปแล้ว,2
อย่าหนีดิว่ะ ไอกาก,6
กระทู้หรือกระบือ ถึงต้องอยากมีคนคุม,6
คนปกติเค้าไม่ทำกันหรอกค่ะ,5
หน้าไม่อายโตขนาดนี้แล้วยังแอบกินเด็กน้อย,4
เห็นผู้หญิงแล้วเฉยๆ มันเป็นเกย์ชัวร์,4
ร่านหาผู้ชายขนาดนี้ เบาๆหน่อยนะ,4
อยากบินไปนอนบ้านเขาเดี๋ยวนี้เลย,3
ความคิดพวกในวงการสื่อโคตรเห็นแก่ตัว ควรไปโดนส้นตีน,5
ลองเพิ่มความมั่นใจให้ตัวเองดู ช่วยได้นะ,1
เมิงตื่นนะ ทำพูดตัวเองเก่ง อาจารย์จบ HIV Immunology จาก #Oxford จ้าาา แล้วนี่นางยังกล้าเถียงอาจารย์อีก,4
น่าสงสารเค้านะครับ เซลล์สมองน้อยกว่าคนปกติมาก...,2
อยากลงไปนั่งใต้ซิกแพ็คนั่น,3
แก ขอสามคำกับการกินข้าวแล้วเจอแมลงสาบทั้งตัวเอย ฝอยขัดหม้อเอย เปิดสำหรับแขวนแมลงสาบเลยดีไหม,4
มึงเป็นลูกค้ากูก็ต่อยมึงได้ มาพูดหมาๆใส่กูอ่ะ,6
อ่านแล้วน้ำตาคลอเลยค่ะ ตรงกับความรู้สึกเราตอนนี้มากๆ,1
ผู้หญิง ก็ไม่ชอบ ผู้ชาย ไม่มีมารยาท วางตัวเป็นใหญ่ คิดว่าตัวเองเป็นศูนย์กลางของจักรวาลแบบคุณค่ะ,4
ก็พวกวงการบันเทิงอ่ะเนอะ,2
จับเลียให้ล้มเลย,3
วันนี้ทุกคนจะต้องรู้สิ่งที่มันแอบทำชั่วไว้,4
อยู่ปีใหม่ด้วยกันมา2ปีล่ะน่ะ หวังว่าปีใหม่ก็จะอยู่ด้วยกันแบบนี้อีก,1
โตแล้ว.. ต้องอดทน เพื่อนท้าชนต้องหมดแก้ว,1
นี่พยายามเต็มที่แล้วหรอ,6
ดำ,5
ที่แท้ก็เป็นพวกโชว์กล้วยไปทั่ว,3
จั๊กเร้คงดำอ่ะ,5
ปัญญาเทียว ประเสริฐกว่าทรัพย์,1
กระแดะ,5
พวกคุณยังไม่พัฒนาอีกหรอ,5
งงมากอีดอกเอาความคิดแบบกูเก่งกูดีที่สุดแบบนี้มาจากไหนทุกอย่างเป็นลบหมดจริงแหละยกเว้นเลือดอ่ะ,2
ถ้ากูผอม กูจะกลับมาตบพวกมึง,3
ขับช้าจนเต่าจะกัดล้อแล้วนะคุณเธอ,6
คือมันบ่งบอกจากการที่พ่อแม่ไม่ได้อบรมสั่งสอน ทำให้นางมีนิสัย ความคิดที่ไม่ดี ขาดความอบอุ่น โดนทิ้ง นางถึงเป็นคนแบบนี้,2
ปลอมล้วนจ้า,6
อย่างแกน่ะสวยแค่เครื่องสำอางแหละ,6
กากแล้วไม่เจียม,5
ลายมือยังกะเขียนบนศิลา,5
เราไม่ชอบผู้หญิงดัดจริตแบบแอ๊บแบ๊วอะ,2
อยากได้วาปไอ้พวกเหี้ยนี้จริง,4
แค่นี้ก็ต้องมาตั้งกระทู้อวด,2
คนสลิ่มเป็นคนชั้นต่ำ,2
ความลับไม่มีในโลกความลับของคุณก็เช่นกัน,4
อีนมเล็ก,3
อยู่คนละกาแลคซี่ยังเห็นเลยค่ะ,6
กูอยากเอาปืนยิงมันให้ตายเลย,3
บุกประตูหลังก็ทำได้นะ,3
ต้องทำตัวก๋ากั่นแบบทอมบอย อีเปรี้ยวตลาดสด,6
ฉันอยู่ในยุค #ออฟกัน เป็นพรีเซนเตอร์บีบีครีม และ ลิปน้ำตบ,1
ใครที่บอกแทยอนเจสสิก้าตบกัน คือไปพักนะสมองน่าจะมีปัญหา เขาไม่ตบกัน แต่กูจะตบมึง!,5
เปิดเผยความลับที่เขาปิดไว้,4
คุณคิดว่าใช่แล้วหรอ ที่เขาทำอาจไม่ได้หมายถึงคุณก็ได้นะคะ,2
ขออนุญาตรีทวิตค่ะ,1
คบคนฉลาดๆหน่อยจะได้คุยกันรู้เรื่องค่ะ,2
เจฟคงมาสายเพื่อที่จะไม่ต้องนั่งฟัง คุณประจานความโง่ของตัวเอง ขอโทษทีนะ,5
กระดาน,6
เห็นหน้ามันแล้วกูแอบคิดว่ามีอะไรกับมันไปแล้ว,3
เสียวดีครับ555,3
mindsetจะไปดีได้ไงถ้าพ่อแม่ไม่ดูแล5555,2
สงสัยมันเขย่งเนาะเก่งจังเลยค่ะปรบมือรัวๆและน่าจะแก่และค่อยๆตายพร้อมอายุแน่เลยหายไปตั้งเยอะ,2
ทำใจ,1
คาหนังคาเขา กักตุนหน้ากากอนามัย,4
รักคนที่ไม่รักทำไม,1
เจ็บไม่เคยจำ,1
ไม่จำเป็นต้องมีมันก้ได้ พวกกกูก็ยุได้,2
มีสมองไว้กั้นหู,6
ปากน่าจูบมาก อย่าให้เจอตัวเป็นๆนะ,3
มึงโง่กว่าที่คิดอีกนะ,5
ราคาตั้งมาขนาดนี้มีตังอย่างเดียวไม่ได้ต้องโง่ด้วยถึงจะซื้อ,6
มึงมันไม่สำคัญ,2
สงสารโรงเรียนอะ จริงๆฉันว่าบางเรื่องก้ไม่ได้ขนาดนั้นแต่เอามาทำเป็นเรื่องใหญ่ ไม่ได้อยากจะปกป้องหรอกนะแต่บางเรื่องก็แบบไม่มีมูลเหตุอะไรเลย งง,1
เมื่อถาม #ออฟกัน ถึงแรงบันดาลใจในการทำงาน คำตอบของทั้งคู่ก็คือ.. “แฟนคลับครับ พวกเขาเป็นแรงบันดาลใจให้พวกผมในการทำงาน” ปลื้มแทนเบบี๋จัง 😘 ..,1
มาหรือยัง จะได้เวลาเรียนแล้วนะ,1
ที่แท้ก็เป็นพวกร่านหอยไปทั่ว,3
ทำทุกวันให้ดี,1
ทำไมเธอถึงไม่เหมือนกับพี่ชาย,4
ทำขนาดนี้และ ยังโง่อยู่อีกเนอะ,5
และถ้าจอฟฟรีย์สร้างปัญหา เมื่อขึ้นครองบัลลังก์ เราก็เผยความลับของเขาเสีย,4
กูอยากฆ่าแล้วหั่นศพ,3
เป็นครั้งแรกที่คิดว่านางไม่ควรเป็นนางเอก,2
สันดานแบบพ่อแม่ไม่สั่งสอน,5
อย่างที่เห็นเลย,4
อยากขึ้นสวรรค์ก็มาหาได้นะน้อง,3
ต่อยป่ะล่ะ จะได้จบๆ,3
อือหือ นั่นกล้วยเขาหรือเสาไฟ,3
คนนั้นซิงจ้า,6
อยากถูกเธอมองในเเววตาแบบนั้น,1
ตัวอย่างขาว หัวอย่างม่วง,3
มีความคิดแบบนี้หรอ,5
เห็นเขาดูนมโตแบบนั้น จริงๆฟองน้ำยัด,3
อาจเคยพบกันในวันใดเมื่อวันนั้น,1
นี่แหละที่เขาทำ มันใช่หรอ,4
ดูไร้ค่าจัด ร่านหอยเอาไปทั่ว,6
ประตููหน้าประตูหลังก็ได้หมดขอแค่ใหญ่,3
เปิดโปงพวกมันไงล่ะ,4
ตัวจริงกับรูปโปรต่างกันเหลือเกินว่ะ,6
โชว์โง่อีก,4
How to พยายามทำใจคะถ้ามีเพื่อนแบบนี้ ไม่ไหวแล้วจริงๆ,2
อย่าทำห้าวให้มากเดี๋ยวตีนลอยไปไม่รู้ตัว,3
ขนาดชุดกูสีเจ็บขนาดนี้ยังจืดไปเลยจ้า,2
ในวันที่ผ่านมา,1
รู้จักโตบ้างนะ,5
เอาเรื่องกูไปพูดมึงโดนบ้างรู้สึกยังไง5555สมน้ำหน้า,6
นี่รู้ยังคนนี่ซิงจ้า,3
อีก 20 นาทีสุดท้าย เร่งมือเลยครับ,1
สำออย,5
แยกแยะนะ,2
บทป่วย เพิ่งมารู้ว่าใครเป็นผู้จัด ก็เลยไม่แปลกใจ ป่วย! เจอแบบนี้ตัดสินใจได้เลย เลิกดู,2
นั่นนมหรือแตงโม,3
เดี๋ยวกูขึ้นค่อมมันให้เอง,3
เอาน่า แล้ววววใช้รึยัง,1
แหม...ทำเป็นพูดเพราะ,2
เก็บกดมั้ง ตอนเด็กโดนมาตอนโตสอบครูเลยอยากตีบ้างหรอ 5555555555555555,6
คิดดีแล้วหรอยุ่งกับคนของกู ตายไม่รู้ตัวได้นะ,3
พุงนำนมมาเชียว,5
คิดหนัก,1
มันคุ้นเคยโดยไม่ตั้งใจ,1
อ่านแล้วเราก็ไม่ได้เห็นด้วยทั้งหมดนะ แต่คิดว่าเรื่องผลประโยชน์มันมีส่วน แต่บางคนอาจจะไม่ได้ออกไปเพราะผลประโยชน์อาจเพราะต้องการทำอะไรใหม่ๆ แต่ทั้งหมดมันก็คือการหาเงินให้ตัวเองอยู่ดีแหละ อันนี้เข้าใจ,1
แพ้แล้วไม่ยอมรับก็คือพวกขี้แพ้นั่นแหละ,6
คุ้นๆนะรู้เลยว่าเหมือนเรื่องของใคร,4
...ใหญ่จัง,3
อยากกินแตงโมของน้องเลย,3
จริงค่ะ อยากรู้เหมือนกันว่าเค้าเคยเหนื่อยบ้างมั้ย5555,2
ทำไมต้องมาเจอคนคิดไม่เป็นแบบนี้,5
ดวงตาของจีฮุนที่วิบวับกว่าท้องฟ้ายามค่ำคืน🤩🤩,1
กระจอกมาก,5
ถ้าอ่านดีๆจะสื่อได้ว่ามีอะไรผิดปกติในข้อความ​ที่เขาขอโทษนะ,4
กูจะเซฟรูปไปชักว่าว แล้วไลฟ์ลงกลุ่ม,3
เอาเชือกมาครับ เดี๋ยวผมจะคุมไปกินหญ้าเอง,6
ดูก็รู้คุณผู้หญิงอยากจะเข้ามาจับสิ่งนั้น,6
เดี๋ยวกูไปต่อยมึง เดี๋ยวก่อนๆ,6
ดุหน้าเขาดิไปศัลยกรรมมาหรอ,5
เชื่อเหอะเขาตบมือไล่ ดีแล้วเขาไม่ไล่ตบมึง,6
ฟังไม่รู้เรื่องตามที่บางคนบอกนั้นแหละ นี้ฟังแค่ท่อนhookแล้วเอาไปเต้นกับเพื่อนแค่นั้น,2
เบาๆหน่อยนะ กลัวคนไม่รู้ว่าร่านหรอ,4
ขี้เกียจ,1
ได้ดีเพราะไม้เรียว ทำไมประเทศยังไม่เจริญสักทีนะ,6
เคยเห็นควายมั้ย ลองส่องกระจกดูดิ,6
อยากตบกูเหรอ ตบสิอิดอก กูจะแจ้งตำรวจแน่ มึงมาดิ ถ้ากระทืบกูนี่แหละจะไม่ทนตีนมึงละ เป็นเหี้ยไรอิสัส กูก็ดูดฝุ่นของกูอยู่ดีๆ เครื่องดูดฝุ่นแม่งก็จะพังอยู่ละ หาว่ากูทำชิบหาย ก็นะ มึงคงไม่รู้อะไรเพราะไม่เคยทำอะไรมีแต่ขี้ข้าแบบกูกับแม่เป็นคนทำให้ พอกูบอกก็หาว่ากูปากดี เดี๋ยวกูตบแม่ง,4
ทัศคติไม่โอเคเลย เข้าใจว่าชีวิตไม่ได้สวยหรูแต่วิธีการคิดกับตัวเองและคนอื่นแย่มาก ชีวิตแย่แค่ไหนก็ไม่ควรเหยียดหรือวิจารณ์คนอื่นด้วยความคิดหรือคำพูดไม่ดีเลย แต่ก็เพิ่งตอนแรกเองนี่เนอะ เขียนออกมาได้เรียลดีนะคะ เพราะมันมีคนคิดแบบนี้จริงๆนะ,5
เมื่อคืนจีฮุนที่ได้ไปชมวิวก่อนจะเข้านอน🌙,1
แน่จริงก็ลองดูสิ ทางนี้ก็ไม่ยอมเหมือนกันตบมาตบกับ,6
ดูไร้ค่าจัด ผู้ชายขายน้ำ,4
อยากได้เขามาเป็นหลัว,3
คุณควรใช้สมองอันน้อยนิดนั่นคิดใหม่นะ,5
แรงๆตรงๆ ดีกว่าพวกเรียบร้อยแต่ร่าน,2
ไม่มีมึงพวกกูก็อยู่ได้,2
เราสบายดี ไม่ต้องห่วง,1
สมควรนก ด้านทักคนมีผัวแล้ว,6
นี่เป็นวิธีเดียวที่จะเปิดโปงคนสั่งการ เรื่องรายงานอาราไซต์,4
ที่แท้ก็เป็นพวกร่านหอยไปทั่ว,4
